iter	Logloss
177	0.1556054099
178	0.1555703237
179	0.1555117158
180	0.1554686168
181	0.1554251751
182	0.1553845002
183	0.155353506
184	0.1553366609
185	0.1553028921
186	0.1552801188
187	0.1552648997
188	0.155216662
189	0.1551980298
190	0.1551602087
191	0.1551054849
192	0.1550750326
193	0.1550428844
194	0.1550208913
195	0.1549796067
196	0.1549185547
197	0.15491147
198	0.1548658394
199	0.1548552878
200	0.1548386321
201	0.1547918775
202	0.1547557825
203	0.1547132377
204	0.1546896878
205	0.1546756682
206	0.1546348526
207	0.1545796011
208	0.1545197112
209	0.1545030793
210	0.154492068
211	0.1544630723
212	0.1544446193
213	0.1544319907
214	0.1544126577
215	0.1543847695
216	0.1543288542
217	0.1543175603
218	0.1543087797
219	0.1542690593
220	0.1542616385
221	0.15423
222	0.1542039783
223	0.1542022837
224	0.1541869439
225	0.1541721416
226	0.1541424078
227	0.1541146489
228	0.1540814955
229	0.1540302169
230	0.1540161559
231	0.1539660452
232	0.1539522436
233	0.1539226392
234	0.1539018275
235	0.1538689487
236	0.1537959335
237	0.1537422493
238	0.1536958172
239	0.1536493906
240	0.153582793
241	0.1535298989
242	0.1535041881
243	0.1534687353
244	0.1534305223
245	0.1534041993
246	0.1533810937
247	0.1533279063
248	0.1532732164
249	0.1532380793
250	0.1531882015
251	0.1531722302
252	0.1531326034
253	0.1530803923
254	0.1530296524
255	0.152992689
256	0.1529342066
257	0.1528997382
258	0.1528853813
259	0.1528320442
260	0.1528179216
261	0.1527733203
262	0.1527486276
263	0.1526861387
264	0.1526347438
265	0.1525908584
266	0.1525815635
267	0.1525334138
268	0.1524805642
269	0.1524658223
270	0.1524079816
271	0.1524000659
272	0.1523893253
273	0.1523315698
274	0.1523134757
275	0.1522556181
276	0.1522193483
277	0.1521854277
278	0.1521625087
279	0.1521580853
280	0.1521100752
281	0.1520920228
282	0.1520770872
283	0.1520309994
284	0.1519623259
285	0.1519445096
286	0.1519237003
287	0.1519013362
288	0.1518723965
289	0.151842763
290	0.1517885461
291	0.1517501029
292	0.151733794
293	0.1517153441
294	0.151665613
295	0.1516542407
296	0.1516358024
297	0.1515887689
298	0.1515185661
299	0.1514904756
300	0.1514434999
301	0.1514119418
302	0.1513161293
303	0.1512913833
304	0.1512743734
305	0.1512237212
306	0.1512135688
307	0.1511590527
308	0.1511208143
309	0.1510438634
310	0.1509928457
311	0.1509421053
312	0.1509337817
313	0.1508992376
314	0.1508889033
315	0.1508543641
316	0.1508247875
317	0.1507842873
318	0.1507513366
319	0.1507332393
320	0.1507125296
321	0.1506517291
322	0.1506128033
323	0.1506071913
324	0.1505892434
325	0.1505699225
326	0.1505296103
327	0.1505086119
328	0.1505038503
329	0.1504547916
330	0.1504121794
331	0.1503773534
332	0.150354625
333	0.1503138043
334	0.150271907
335	0.1502586701
336	0.150241044
337	0.1501650053
338	0.1500878354
339	0.1500594983
340	0.150029314
341	0.149982027
342	0.1499466912
343	0.1499198889
344	0.1498936109
345	0.1498765935
346	0.1498532404
347	0.1498348122
348	0.1498178543
349	0.1498107474
350	0.1497581322
351	0.149732401
352	0.1497108106
353	0.1496584232
354	0.14963415
355	0.1495764943
356	0.149537026
357	0.1494943115
358	0.1494685296
359	0.1494487028
360	0.1494016448
361	0.1493579431
362	0.1493449795
363	0.1493309882
364	0.1492972926
365	0.1492637377
366	0.1492133543
367	0.1491886223
368	0.1491528132
369	0.1491162817
370	0.1490888752
371	0.1490465277
372	0.1490037478
373	0.1489840389
374	0.1489465055
375	0.1489062049
376	0.1488567169
377	0.1487863441
378	0.1487750006
379	0.1487587686
380	0.1487481732
381	0.1487308964
382	0.1487034377
383	0.1486636117
384	0.1486413379
385	0.148598151
386	0.1485577981
387	0.148523175
388	0.1485047863
389	0.1484820447
390	0.1484562706
391	0.1484271432
392	0.1483972974
393	0.1483893925
394	0.1483612913
395	0.1483313897
396	0.1482976671
397	0.1482726598
398	0.1482288785
399	0.1481923259
400	0.148181907
401	0.1481474456
402	0.1481316372
403	0.1480715019
404	0.1480405976
405	0.1479955834
406	0.1479547357
407	0.1479214877
408	0.1479029916
409	0.1478728207
410	0.1478332449
411	0.1477928531
412	0.1477547789
413	0.1477322777
414	0.1477142207
415	0.1476464328
416	0.1476330828
417	0.147571039
418	0.1475235937
419	0.1475156054
420	0.1474705813
421	0.1474517494
422	0.1474301358
423	0.1474008858
424	0.1473686274
425	0.1473283099
426	0.1472890447
427	0.1472818576
428	0.1472199734
429	0.147182042
430	0.1471308297
431	0.147102368
432	0.1470575946
433	0.1470204379
434	0.1469779772
435	0.1469633568
436	0.1469476242
437	0.1469364283
438	0.1469206237
439	0.1469182691
440	0.1468910583
441	0.1468515563
442	0.1468350017
443	0.1467935134
444	0.1467385451
445	0.1467255111
446	0.146672099
447	0.146636987
448	0.1466046042
449	0.1465929808
450	0.1465492888
451	0.1465110147
452	0.1464926629
453	0.1464765178
454	0.1464287113
455	0.1464191695
456	0.1463842842
457	0.1463561062
458	0.1463499724
459	0.1463191928
460	0.1463000167
461	0.1462806901
462	0.1462741609
463	0.1462512021
464	0.1461844188
465	0.1461698061
466	0.1461508399
467	0.146092866
468	0.146026421
469	0.1459761443
470	0.1459313131
471	0.1459168103
472	0.1458672319
473	0.1458234044
474	0.1457872021
475	0.1457744061
476	0.1457619103
477	0.1457467607
478	0.1456894325
479	0.145678255
480	0.1455958483
481	0.1455687948
482	0.1455638537
483	0.1455343837
484	0.1455175174
485	0.1455021258
486	0.1454878188
487	0.1454493866
488	0.145409088
489	0.1454025766
490	0.1453667299
491	0.1453479251
492	0.1453253513
493	0.145310095
494	0.1452788047
495	0.1452543918
496	0.1452112175
497	0.1451952764
498	0.1451858746
499	0.1451569446
500	0.1451409883
501	0.145119058
502	0.1450901029
503	0.1450627234
504	0.14504415
505	0.1450210187
506	0.1449617058
507	0.1449248796
508	0.144882843
509	0.1448632806
510	0.1448326462
511	0.144807964
512	0.1447825552
513	0.1447737614
514	0.1447671113
515	0.1447558191
516	0.1447120219
517	0.1446945249
518	0.1446690892
519	0.1446044616
520	0.1445578061
521	0.144526173
522	0.1445071897
523	0.1444845007
524	0.14440271
525	0.1443931068
526	0.1443693744
527	0.1443440234
528	0.1443246566
529	0.1443101894
530	0.1442844819
531	0.1442590926
532	0.1442373849
533	0.1442135611
534	0.1441835018
535	0.1441567715
536	0.14412838
537	0.1440895592
538	0.1440673832
539	0.1440489014
540	0.1440037114
541	0.143960058
542	0.1439477238
543	0.1439214821
544	0.1438856816
545	0.1438667369
546	0.1438435544
547	0.1437966475
548	0.1437806284
549	0.1437680044
550	0.1437575379
551	0.1437178355
552	0.1437012614
553	0.143689625
554	0.1436532389
555	0.143623982
556	0.1436083044
557	0.1435949597
558	0.1435610422
559	0.1435112115
560	0.1435021968
561	0.1434869554
562	0.1434779269
563	0.143442371
564	0.1434357808
565	0.1434186146
566	0.1433903065
567	0.1433795947
568	0.1433409415
569	0.1433075845
570	0.1432805353
571	0.1432548673
572	0.1432221377
573	0.1431944902
574	0.143185778
575	0.1431495615
576	0.1430835413
577	0.1430674693
578	0.143035564
579	0.1430340986
580	0.1430192691
581	0.1429504584
582	0.1429254129
583	0.1429126204
584	0.1428654218
585	0.142857794
586	0.1428516619
587	0.1428375841
588	0.1428053529
589	0.1427649356
590	0.142742436
591	0.1427298461
592	0.1427167684
593	0.1426936283
594	0.142653305
595	0.1426284751
596	0.1425907205
597	0.1425822616
598	0.142563403
599	0.1425307901
600	0.1425115443
601	0.1424779066
602	0.142451357
603	0.1424307035
604	0.1423963742
605	0.1423825088
606	0.1423479183
607	0.142300367
608	0.1422712461
609	0.1422579115
610	0.1422408063
611	0.1422201908
612	0.1422003304
613	0.1421900954
614	0.1421726675
615	0.1421575159
616	0.1421406992
617	0.1421011101
618	0.1420851039
619	0.1420706404
620	0.1420491171
621	0.1420376399
622	0.1420126638
623	0.1419766729
624	0.1419719138
625	0.1419525707
626	0.1419149322
627	0.1418873473
628	0.1418764836
629	0.1418554138
630	0.141835747
631	0.1418231823
632	0.1418122933
633	0.1417999202
634	0.1417639507
635	0.1417469458
636	0.1417425729
637	0.1417158288
638	0.1416694701
639	0.1416446965
640	0.1416365271
641	0.1416156076
642	0.1416066333
643	0.1415964944
644	0.1415743523
645	0.1415513924
646	0.1415046505
647	0.1414714006
648	0.1414122552
649	0.1413816391
650	0.1413631696
651	0.1413261954
652	0.1413213628
653	0.1412821978
654	0.1412680711
655	0.141257642
656	0.1412365969
657	0.1411948525
658	0.1411695217
659	0.141155643
660	0.1411305298
661	0.1411094234
662	0.1410771447
663	0.1410595186
664	0.1410444936
665	0.1410375784
666	0.141018068
667	0.1409913327
668	0.1409809914
669	0.1409446207
670	0.1409116909
671	0.140898596
672	0.1408708747
673	0.1408258729
674	0.1407863757
675	0.1407260854
676	0.1406904547
677	0.140655643
678	0.1406437009
679	0.1406189382
680	0.1405806627
681	0.1405379432
682	0.140490076
683	0.1404826264
684	0.1404644475
685	0.1404322777
686	0.1404165139
687	0.1404094634
688	0.1403984494
689	0.1403701255
690	0.1403383786
691	0.1403220211
692	0.1402819103
693	0.1402308098
694	0.1401968609
695	0.1401785183
696	0.1401539997
697	0.1401334088
698	0.1401119853
699	0.1400751853
700	0.1400639045
701	0.140038005
702	0.1400155941
703	0.1400141005
704	0.1399879132
705	0.139951715
706	0.1399112677
707	0.1398851523
708	0.1398608588
709	0.1398509681
710	0.1398093268
711	0.139766781
712	0.1397558407
713	0.1397276543
714	0.1396814861
715	0.1396638791
716	0.1396547742
717	0.1396503726
718	0.1396354583
719	0.1395852271
720	0.1395783823
721	0.1395578009
722	0.1395058366
723	0.1394654509
724	0.1394255114
725	0.1393942605
726	0.1393708788
727	0.1393520367
728	0.1393417591
729	0.1393271464
730	0.1392823288
731	0.1392462438
732	0.1392168323
733	0.1391959003
734	0.1391453848
735	0.1391384189
736	0.1391304177
737	0.1390934383
738	0.1390712922
739	0.1390478426
740	0.1390015495
741	0.1389859701
742	0.1389475365
743	0.1389111782
744	0.1388563135
745	0.1388518807
746	0.1388460354
747	0.1388363471
748	0.1388352397
749	0.1388299696
750	0.1388039442
751	0.138771078
752	0.1387499852
753	0.1387309051
754	0.1387071448
755	0.138666657
756	0.1386275902
757	0.1386099738
758	0.1385973483
759	0.1385924159
760	0.1385736651
761	0.1385614608
762	0.1385340003
763	0.1385038751
764	0.1384690509
765	0.1384431252
766	0.1384216944
767	0.1383864131
768	0.1383766322
769	0.1383460821
770	0.1382925004
771	0.1382539067
772	0.1382286514
773	0.1382268946
774	0.138195112
775	0.1381572953
776	0.1381378799
777	0.1381095622
778	0.1380717073
779	0.1380655513
780	0.1380491819
781	0.1379917877
782	0.1379398818
783	0.1379282133
784	0.13791614
785	0.137864112
786	0.1378548556
787	0.1378181273
788	0.1377773146
789	0.1377468082
790	0.1377285232
791	0.1376839734
792	0.1376635376
793	0.137627903
794	0.1375953349
795	0.1375795443
796	0.1375604068
797	0.1375260456
798	0.1375194546
799	0.1375070796
800	0.1374770124
801	0.1374420986
802	0.1374245464
803	0.137398164
804	0.1373882165
805	0.137374654
806	0.137337705
807	0.1373045124
808	0.1372915007
809	0.137259443
810	0.1372118727
811	0.1371752892
812	0.1371691314
813	0.1371192667
814	0.1371029124
815	0.1370686643
816	0.1370545554
817	0.137038109
818	0.1370168844
819	0.1369912103
820	0.1369618861
821	0.1369477398
822	0.136919185
823	0.1368786414
824	0.1368473351
825	0.1367964775
826	0.1367498427
827	0.1367370988
828	0.1367139313
829	0.1366817391
830	0.1366365021
831	0.1366112573
832	0.1365703697
833	0.1365298531
834	0.1365097188
835	0.1364967785
836	0.1364620221
837	0.1364439902
838	0.1363969436
839	0.1363435683
840	0.1363184188
841	0.1362536853
842	0.1362095214
843	0.1361634499
844	0.1361203247
845	0.1360854696
846	0.1360586885
847	0.1360376556
848	0.1360060162
849	0.1359699011
850	0.135930808
851	0.1359236611
852	0.1358570837
853	0.1358153073
854	0.1357894007
855	0.1357663479
856	0.1357446377
857	0.1357001924
858	0.1356641434
859	0.1356360523
860	0.1356111798
861	0.1355811941
862	0.1355559283
863	0.1355486739
864	0.1355360009
865	0.1355036916
866	0.1354972488
867	0.1354720501
868	0.1354596922
869	0.1354407355
870	0.1353952705
871	0.1353889209
872	0.1353852082
873	0.1353664227
874	0.1353465339
875	0.1353048731
876	0.1352957864
877	0.1352867135
878	0.1352825145
879	0.1352533933
880	0.1352453717
881	0.1352110946
882	0.1351758492
883	0.1351346895
884	0.1351080137
885	0.1351018908
886	0.1350782483
887	0.1350414025
888	0.1350237945
889	0.1350002655
890	0.1349881036
891	0.134948893
892	0.134939148
893	0.134919593
894	0.1348821675
895	0.134859775
896	0.1348415734
897	0.1348243736
898	0.1348036209
899	0.1347719527
900	0.1347667917
901	0.1347564204
902	0.1347142043
903	0.1346879352
904	0.1346459086
905	0.1346180219
906	0.1345821312
907	0.1345466197
908	0.1345233845
909	0.1345095674
910	0.1344883888
911	0.1344725831
912	0.1344544725
913	0.1344413124
914	0.1344181384
915	0.1343866017
916	0.1343484555
917	0.1343202922
918	0.1343085103
919	0.134289469
920	0.134275935
921	0.1342453548
922	0.1342107772
923	0.1341925157
924	0.1341734532
925	0.1341525364
926	0.1341442406
927	0.1341264832
928	0.1340925357
929	0.1340830233
930	0.1340694379
931	0.1340326433
932	0.1340035746
933	0.1339919565
934	0.1339823244
935	0.1339699713
936	0.1339621972
937	0.133923734
938	0.1339134495
939	0.1338895017
940	0.1338391679
941	0.1338207841
942	0.1338114896
943	0.1337972478
944	0.1337892145
945	0.1337536451
946	0.1337358062
947	0.1337225872
948	0.1337144812
949	0.1336918709
950	0.1336764731
951	0.1336527677
952	0.1336344424
953	0.1336110276
954	0.1335902119
955	0.1335729899
956	0.1335467364
957	0.1335413907
958	0.133514354
959	0.1334984896
960	0.1334822819
961	0.1334298404
962	0.1334055191
963	0.1333720967
964	0.1333595728
965	0.1333431824
966	0.1333070507
967	0.1332948902
968	0.1332830627
969	0.1332552565
970	0.1332254332
971	0.1332025661
972	0.1331906722
973	0.1331546035
974	0.1331271665
975	0.133099037
976	0.1330605279
977	0.1330395864
978	0.133035216
979	0.1330266926
980	0.1330178105
981	0.1329730941
982	0.1329473122
983	0.1329237519
984	0.1328957569
985	0.1328830997
986	0.1328672365
987	0.1328524242
988	0.1328187485
989	0.1328080225
990	0.1327908705
991	0.1327851057
992	0.1327673177
993	0.1327542712
994	0.132744484
995	0.1327268903
996	0.1326802113
997	0.1326522108
998	0.1326388449
999	0.1326225885
